1.396118343113776916e+00,6.111732862468483019e-01,3.255233847599685315e-02,2.039843965817231819e+00,9.742652177810668945e-01,5.989696979522705078e-01,2.704045921564102173e-02,1.600275397300720215e+00,4.838516712188720703e-01,5.000000000000000240e-05
1.272954092438416618e+00,5.939868360575865092e-01,2.487869338531226160e-02,1.891819621923591876e+00,9.444361329078674316e-01,5.893171429634094238e-01,2.305050380527973175e-02,1.556803584098815918e+00,5.601076483726501465e-01,5.000000000000000240e-05
1.251278398933795444e+00,5.891685388924937650e-01,2.127638788741029532e-02,1.861723325535445284e+00,9.303742647171020508e-01,5.880922675132751465e-01,2.068048156797885895e-02,1.539146900177001953e+00,6.127392053604125977e-01,5.000000000000000240e-05
1.239164600076110956e+00,5.854629165999035711e-01,1.901140907988988632e-02,1.843638923935906559e+00,9.208838343620300293e-01,5.838531851768493652e-01,1.893539540469646454e-02,1.523672342300415039e+00,6.493719816207885742e-01,5.000000000000000240e-05
1.231020639263605831e+00,5.819398146157306329e-01,1.712613105900014088e-02,1.830086585441824232e+00,9.137808084487915039e-01,5.811014175415039062e-01,1.710702665150165558e-02,1.511989116668701172e+00,6.880980730056762695e-01,5.000000000000000240e-05
1.225095939629901265e+00,5.798765861817181122e-01,1.543257325186283072e-02,1.820405100712828128e+00,9.093176722526550293e-01,5.799377560615539551e-01,1.603361032903194427e-02,1.505289077758789062e+00,7.096291780471801758e-01,5.000000000000000240e-05
1.219594078763967415e+00,5.772635572257901471e-01,1.413167254699634889e-02,1.810989309882560683e+00,9.037330150604248047e-01,5.776072740554809570e-01,1.560544501990079880e-02,1.496945738792419434e+00,7.183014154434204102e-01,5.000000000000000240e-05
1.215230951424394412e+00,5.767118795214897231e-01,1.302871926942801226e-02,1.804971549882476101e+00,9.000654220581054688e-01,5.759756565093994141e-01,1.442001853138208389e-02,1.490460991859436035e+00,7.420753836631774902e-01,5.000000000000000240e-05
1.211459655295894278e+00,5.743420523580708981e-01,1.198356445115539293e-02,1.797785269603319191e+00,8.965573310852050781e-01,5.750405192375183105e-01,1.383579522371292114e-02,1.485433578491210938e+00,7.511961460113525391e-01,5.000000000000000240e-05
1.208905609906558265e+00,5.728107140650950946e-01,1.106645096313947120e-02,1.792782774774092092e+00,8.926192522048950195e-01,5.719504356384277344e-01,1.337977778166532516e-02,1.477949380874633789e+00,7.555323243141174316e-01,5.000000000000000240e-05
1.201506790065436370e+00,5.628516485117017742e-01,8.593738705433067934e-03,1.772952176735323349e+00,8.861551880836486816e-01,5.635015368461608887e-01,1.091485470533370972e-02,1.460571527481079102e+00,8.024820685386657715e-01,2.500000000000000120e-05
1.199198988251702458e+00,5.601676756692622883e-01,7.711649865934584562e-03,1.767078311050289452e+00,8.844435214996337891e-01,5.614014267921447754e-01,1.070419326424598694e-02,1.456549048423767090e+00,8.122009634971618652e-01,2.500000000000000120e-05
1.197373684534255744e+00,5.587491783438799375e-01,7.307109733257775679e-03,1.763429974129891775e+00,8.836896419525146484e-01,5.601670145988464355e-01,1.071102079004049301e-02,1.454567670822143555e+00,8.110047578811645508e-01,2.500000000000000120e-05
1.196204395518240871e+00,5.568559876417398247e-01,6.927279895653625647e-03,1.759987664279679453e+00,8.826281428337097168e-01,5.584435462951660156e-01,1.028434187173843384e-02,1.451356053352355957e+00,8.198265433311462402e-01,2.500000000000000120e-05
1.194937728240567765e+00,5.562114168264076230e-01,6.508405289612339412e-03,1.757657550708475958e+00,8.804665207862854004e-01,5.576108098030090332e-01,9.995086118578910828e-03,1.448072552680969238e+00,8.240131735801696777e-01,2.500000000000000120e-05
1.191244771602712582e+00,5.506538609341914414e-01,5.421969786324736668e-03,1.747320601438254517e+00,8.771191239356994629e-01,5.525012016296386719e-01,8.822902105748653412e-03,1.438443303108215332e+00,8.479366302490234375e-01,1.250000000000000060e-05
1.190487386979694806e+00,5.495943282069531977e-01,4.990705194349522381e-03,1.745072420313657613e+00,8.761561512947082520e-01,5.515506267547607422e-01,8.685249835252761841e-03,1.436392068862915039e+00,8.479366302490234375e-01,1.250000000000000060e-05
1.189234987284987222e+00,5.480154738886336974e-01,4.831764624330588641e-03,1.742082228133999378e+00,8.760248422622680664e-01,5.508077144622802734e-01,8.578802458941936493e-03,1.435411334037780762e+00,8.531698584556579590e-01,1.250000000000000060e-05
1.187750049807647423e+00,5.475151082834578409e-01,4.671174850095622527e-03,1.739936333453272255e+00,8.751474022865295410e-01,5.504771471023559570e-01,8.767463266849517822e-03,1.434391856193542480e+00,8.488337397575378418e-01,1.250000000000000060e-05
1.187968931750020829e+00,5.463734371436822501e-01,4.477824532923953271e-03,1.738820192951215482e+00,8.748825788497924805e-01,5.503903031349182129e-01,8.901797235012054443e-03,1.434174776077270508e+00,8.507775068283081055e-01,1.250000000000000060e-05
1.186014148421271175e+00,5.442519413877425771e-01,4.010718349374457238e-03,1.734276807463260850e+00,8.725879192352294922e-01,5.470194816589355469e-01,8.079648949205875397e-03,1.427687168121337891e+00,8.664772510528564453e-01,6.250000000000000300e-06
1.186227082604908833e+00,5.433054560291568080e-01,3.809150645591041426e-03,1.733341689637652339e+00,8.719713091850280762e-01,5.470294952392578125e-01,8.027145639061927795e-03,1.427028059959411621e+00,8.575059771537780762e-01,6.250000000000000300e-06
1.185422746325665688e+00,5.425232568390336851e-01,3.739943756827265701e-03,1.731685944884532979e+00,8.728320002555847168e-01,5.459392666816711426e-01,7.930681109428405762e-03,1.426702022552490234e+00,8.693181872367858887e-01,6.250000000000000300e-06
1.185328086934546610e+00,5.417026905014118432e-01,3.586881433830142480e-03,1.730617659016632670e+00,8.712944984436035156e-01,5.463231801986694336e-01,7.783937733620405197e-03,1.425401568412780762e+00,8.679724931716918945e-01,6.250000000000000300e-06
1.184644849761778529e+00,5.417816354768295595e-01,3.627021044740355322e-03,1.730053505721572016e+00,8.712212443351745605e-01,5.473626852035522461e-01,8.036069571971893311e-03,1.426620125770568848e+00,8.633373379707336426e-01,6.250000000000000300e-06
